Countries,World Rank,2019 Score,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Business Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Population (Millions),GDP Growth Rate (%),5 Year GDP Growth Rate (%),region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score,hf_rank,hf_quartile
Ghana,109.0,57.5,44.2,35.5,78.8,82.0,56.5,63.4,70.0,60.0,10.8,35.0,25.0,16.5,24.5,28.3,8.4,5.5,Sub-Saharan Africa,5.122915054,6.109392415,4.713641443999999,5.3153163039999995,9.326481275,10.0,10.0,7.5,10.0,10.0,9.5,9.6,10.0,5.0,5.0,5.0,8.2,9.008827092,10.0,10.0,10.0,10.0,,,7.5,8.955555556,7.505555556,7.987037037,7.5,7.5,,,7.5,,,7.5,,,7.5,7.5,6.3745550170000005,10.0,7.333333333,7.0,10.0,7.5,10.0,8.315412622,,10.0,5.0,7.5,0.0,10.0,5.0,10.0,7.5,7.711280815,56.0,5.229411765,9.63760218,6.0,9.0,5.0,7.0,6.966753486,5.98678112,5.044727623,5.4453125,5.0,4.166666667,3.716264023,8.736181591,6.144781113,5.3405303360000005,0.975609756,5.44184396,6.792861611,9.104642943,6.57098526,5.0,6.8671224539999995,7.286666667,7.42,7.162000000000001,7.289555556,5.796195706000001,3.2461844710000003,4.521190088,10.0,6.349893411,3.8461538460000004,2.54438975,4.2468123360000005,6.514389495,8.0,6.77,,7.385,10.0,5.606910825,6.227861047,8.0,0.0,10.0,6.639128645,4.185374121000001,6.0,9.338273582000001,3.272757494,8.141374836,7.489110871,6.404481817000001,6.809536821,6.52,105.0,7.115640407000001,67.0,2.0
Greece,106.0,57.7,49.5,37.7,59.1,23.3,74.1,81.0,55.0,50.0,2.0,42.0,29.0,38.6,50.6,10.8,1.4,-0.3,Eastern Europe,7.068642462000001,5.717380856,5.0554474339999995,5.947156917,9.668384175,10.0,10.0,5.0,9.969195367000001,9.96303444,8.986445961,10.0,10.0,5.0,5.0,5.0,8.333333332999999,8.99605449,10.0,10.0,10.0,10.0,,,10.0,8.333333332999999,5.783333333,8.038888888999999,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,5.0,5.0,10.0,10.0,10.0,8.571428571,7.0,5.0,5.0,5.0,10.0,10.0,10.0,5.0,6.75,8.071834597999999,43.0,5.194117647,3.8560364810000003,4.0,3.0,2.0,2.5,3.8875385319999998,4.87567361,2.9686882000000003,5.100465783,8.333333332999999,7.5,4.125037966,8.044201311,6.213991642000001,6.6572962989999995,1.0,5.979854238,9.29755766,9.432885176000001,9.652819527,5.0,8.345815591000001,9.100559738,8.98,7.0012,8.360586579,5.914572933,9.423080809,7.668826871,10.0,5.031022516,0.7692307690000001,7.743794892,4.514682726,7.636024044,8.0,5.715,10.0,7.905,5.566666667000001,3.987583097,5.053346627,6.0,5.510352308,3.0,4.85299145,2.327535336,6.0,9.560675261,3.997947765,8.893815907999999,7.836599992000001,6.43609571,6.398029052999999,6.45,111.0,7.260917299,58.0,2.0
Guatemala,77.0,62.6,32.3,26.4,79.2,95.6,53.6,82.2,70.0,50.0,1.4,31.0,31.0,12.6,12.1,16.9,2.8,3.6,Latin America & the Caribbean,5.556840287999999,3.318313755,2.887342675,3.9208322389999997,0.0,10.0,10.0,5.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,6.333333333,10.0,10.0,10.0,10.0,,,10.0,9.444444444,7.6388888889999995,9.027777777999999,7.5,7.5,,,10.0,,,2.5,,,10.0,7.5,0.0,10.0,4.0,4.25,10.0,10.0,10.0,6.892857143,0.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,6.25,6.530604885,100.0,8.567647059,9.878645922999999,10.0,10.0,9.0,9.5,9.486573245,3.8921353439999997,3.4001572660000003,5.54280065,6.666666667,5.0,3.389826813,8.330186722,2.886178891,2.297686775,0.9487179490000001,4.482661786,9.422506546000001,9.573758149,9.522255934,10.0,9.629630157000001,9.406666667,8.88,7.5136,8.600088889,6.053760291000001,6.622498265,6.338129277999999,10.0,6.646517545,8.461538462,8.739425664,7.949160557000001,8.221844681,10.0,8.759,10.0,9.586333332999999,3.333333333,5.224855194,7.5034232439999995,4.0,1.270129487,3.0,4.05529021,4.052948549,6.0,9.066129832,3.2487652160000002,8.330086279,7.130412424,6.304723717000001,6.64878242,7.69,22.0,7.110302442999999,68.0,2.0
Guinea,120.0,55.7,32.6,25.5,69.4,89.8,54.6,63.2,50.0,40.0,10.9,40.0,35.0,15.3,18.4,13,6.7,4.9,Sub-Saharan Africa,,,,3.3463864410000004,6.470167958999999,10.0,10.0,7.5,9.9724325,9.933838001,9.4812541,0.4,7.5,10.0,5.0,7.5,5.133333333,7.028251797999999,0.0,5.0,5.0,3.333333333,,,10.0,8.666666667000001,7.3611111110000005,8.675925926,7.5,7.5,,,10.0,,,10.0,,,10.0,9.0,10.0,10.0,3.666666667,2.75,7.5,7.5,7.5,6.988095238,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.6666666669999999,5.560061676,136.0,9.194117647,,6.0,5.0,3.0,4.0,6.398039216,1.7187369030000001,2.250727557,2.7079653180000003,0.833333333,4.166666667,5.386550715,6.374388033,3.394412048,4.3487105999999995,0.7179487179999999,2.9760112660000004,9.983002326,7.770724123,8.36962,5.0,7.780836612000001,,7.62,7.1916,7.4058,5.0528721139999995,1.72666002,3.389766067,6.584022039,4.135101606,0.833333333,2.3231384680000002,2.430524469,4.9525281439999995,,10.0,,10.0,3.333333333,4.03944786,7.24496642,6.0,8.129313462,0.0,4.791176846,4.1725040060000005,2.222222222,8.88308318,1.7665331569999998,8.09424222,5.067896354,5.0344135230000004,6.6085301229999995,5.74,141.0,5.650030837999999,140.0,4.0
Guinea-Bissau,135.0,54.0,42.9,25.3,88.8,86.7,35.9,55.6,30.0,30.0,12.2,20.0,25.0,9.6,21.0,1.7,5.5,4.3,Sub-Saharan Africa,,,,3.138332045,6.180057647000001,10.0,10.0,5.0,10.0,10.0,9.0,5.0,10.0,5.0,0.0,2.5,5.833333333,7.00446366,10.0,10.0,10.0,10.0,,,,9.815555556,8.244444443999999,9.03,,,,,,,,,,,,,10.0,10.0,4.0,4.0,,,,7.0,,5.0,5.0,5.0,10.0,10.0,10.0,10.0,8.333333332999999,6.831115593,90.0,7.182352941,,0.0,10.0,7.0,8.5,5.22745098,,3.3,,3.333333333,4.166666667,3.480968692,7.228227082999999,,,0.794871795,3.8606248830000003,8.067517596,7.808698696,9.719078225,0.0,6.398823629,,7.62,7.2868,7.4534,,5.621913234,5.621913234,10.0,,0.7692307690000001,1.5487589780000002,1.158994874,6.058577027,10.0,5.5116971370000005,10.0,8.503899046,3.333333333,,,8.0,2.517253846,0.0,3.462646795,,3.111111111,8.37079273,,9.003335382000001,7.668460095,7.03842483,6.334990222999999,5.58,146.0,6.205557796,120.0,3.0
Guyana,113.0,56.8,42.9,33.2,67.0,69.4,59.3,66.8,55.0,30.0,6.6,33.3,40.0,24.4,32.0,0.8,2.1,3.5,Latin America & the Caribbean,4.506538664,4.818616199,3.491541157,4.2722320069999995,2.24477368,10.0,10.0,7.5,10.0,10.0,9.5,,,10.0,10.0,10.0,10.0,7.248257893,10.0,10.0,,10.0,,,,9.666666667000001,9.027777777999999,9.347222222000001,,,,,,,,,,,,,10.0,10.0,6.333333333,6.5,,,,8.208333332999999,,,,,0.0,10.0,5.0,,5.0,6.949566919,83.0,6.617647058999999,,8.0,8.0,4.0,6.0,6.87254902,3.858248442,4.11958665,4.534600612,6.666666667,2.5,4.554788309,7.070485497000001,2.98569714,4.381482472,0.923076923,4.345251687,9.859327405,8.368376752,9.8086,5.0,8.259076039,,7.82,5.1168,6.4684,6.226973771,1.4497041419999999,3.8383389560000003,10.0,5.6646935570000005,5.833333333,4.535651294,5.344559395,6.412824587999999,10.0,0.0,9.0,6.333333333,8.9,5.861935014,6.8610394789999996,10.0,5.683031065,10.0,7.88433426,3.990478159,4.444444444,9.311304643,3.115146765,7.8518829,7.130412424,5.973944889,6.730537494,6.52,105.0,6.73478346,86.0,3.0
Haiti,143.0,52.7,25.3,20.3,79.9,88.3,36.2,72.0,45.0,30.0,6.5,30.0,30.0,14.5,19.7,11,1.2,2.2,Latin America & the Caribbean,,,,3.3558475289999996,5.984142612,10.0,10.0,5.0,10.0,10.0,9.0,10.0,10.0,5.0,5.0,5.0,8.333333332999999,7.772491982000001,10.0,10.0,10.0,10.0,,,10.0,9.333333332999999,8.194444444,9.175925926,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,4.666666667,5.5,10.0,7.5,10.0,8.238095238,0.0,5.0,10.0,7.5,10.0,10.0,10.0,10.0,6.875,7.210986994,72.0,8.752941176,9.916893733,4.0,8.0,,8.0,7.6674587270000005,2.7520655019999998,2.436454485,2.6147594990000003,0.0,2.5,3.881900279,2.6990213389999997,3.3570617730000003,3.270367638,0.897435897,2.4784339859999998,8.444652431,9.407640542000001,8.196696237000001,5.0,7.762247303,,9.04,7.6768,8.3584,5.00704294,7.263321382000001,6.135182161,10.0,3.747791187,6.153846154,10.0,6.633879114,7.781865319,,7.48,9.0,8.24,6.666666667,5.064043028,6.876162912000001,10.0,10.0,10.0,8.101145435,3.481242356,0.0,4.539950346,2.6729725319999997,9.587929619,7.93748393,4.70326313,7.014802855,6.54,104.0,6.875493497000001,77.0,2.0
Honduras,93.0,60.2,31.0,25.3,82.8,78.2,56.9,79.4,65.0,60.0,2.8,25.0,25.0,21.6,27.0,8.3,4.8,3.6,Latin America & the Caribbean,3.0254905610000002,4.254805092,2.510302669,3.2635327739999997,0.0,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,5.0,5.0,5.0,8.333333332999999,5.944444444,10.0,10.0,5.0,8.333333332999999,,,10.0,9.0,7.083333333,8.694444444,7.5,7.5,,,7.5,,,10.0,,,10.0,8.5,10.0,10.0,4.0,1.5,10.0,10.0,10.0,7.928571429,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,6.397629225,105.0,7.138235293999999,10.0,10.0,9.0,9.0,9.0,9.034558824,3.9025592430000002,4.509699928,5.241755039,4.166666667,2.5,2.861203918,7.710562723,3.6545801460000003,2.816240922,0.923076923,3.991802199,9.234136196,8.828810779,9.368433764,10.0,9.357845185,9.513333333,8.86,6.8536,8.408977777999999,6.173955833,4.537299248,5.3556275410000005,10.0,6.802132917000001,2.307692308,8.628800023,5.912875082,7.4193701,10.0,9.246,9.0,9.415333333,0.0,4.337613583,6.244137417,8.0,2.517253846,10.0,5.183167473999999,3.7207817530000002,3.777777778,9.152051543999999,3.8900661839999997,9.457209562000001,7.489110871,6.247832949,6.948777918999999,7.35,50.0,6.8738146129999995,79.0,2.0
Hong Kong,1.0,90.2,75.3,83.8,93.1,90.3,96.4,95.0,90.0,90.0,0.0,15.0,16.5,14.0,17.9,7.4,3.8,2.8,East Asia,7.637505878,7.72468753,8.021515882000001,7.794569762999999,9.878548673,,10.0,,10.0,10.0,10.0,10.0,7.5,5.0,10.0,7.5,8.333333332999999,9.403960669,,,10.0,10.0,,,7.5,9.277777777999999,8.516666667,8.431481481,7.5,7.5,,,7.5,,,7.5,,,10.0,8.0,10.0,10.0,5.666666667,5.75,10.0,10.0,10.0,8.773809523999999,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,8.745161709,28.0,8.026470587999999,9.436171854,7.0,10.0,10.0,10.0,8.61566061,8.858734652,7.9633579139999995,8.675646694,8.333333332999999,8.333333332999999,6.4633836129999995,6.9491944420000005,8.685418996000001,8.469070728,1.0,8.081274856,8.974180196,9.658616639,9.400998336,10.0,9.508448793,9.993333332999999,10.0,10.0,9.997777778,7.512907404,9.266275298,8.389591351,10.0,8.639859944,6.923076922999999,10.0,8.520978956,9.227087021000001,10.0,10.0,10.0,10.0,10.0,7.887260689,8.603849293,10.0,9.499231604,10.0,9.331723598,7.0518644539999995,10.0,9.945672522999999,7.455914629,9.744141802,9.170509841,8.894683875,9.408802491,8.97,1.0,8.857580854,2.0,1.0
Hungary,64.0,65.0,45.2,35.3,78.6,31.7,61.1,86.0,80.0,70.0,2.0,15.0,19.0,39.4,47.7,9.8,4.0,3.2,Eastern Europe,6.941876271,5.242162649,5.408424036,5.864154318,9.09647713,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,9.532159043,10.0,10.0,10.0,10.0,,,7.5,8.4,8.238888889,8.046296296,10.0,7.5,,,10.0,,,10.0,,,7.5,9.0,10.0,10.0,6.0,6.25,10.0,10.0,10.0,8.892857142999999,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.442993684,37.0,3.270588235,5.29140008,4.0,10.0,3.0,6.5,4.765497079,3.570654812,3.058389941,3.117309385,10.0,6.666666667,6.576328444,8.025707157000001,5.544871489,7.7858655610000005,1.0,6.038421495,8.262655762,9.718109707,9.985943505,10.0,9.491677243,9.100559738,8.98,7.0012,8.360586579,4.67535368,9.963313765,7.319333723,10.0,6.276983555,3.8461538460000004,7.743794892,5.955644098,7.908891099999999,10.0,9.175,10.0,9.725,7.233333332999999,5.597814143,6.5018360710000005,6.0,7.755176154,10.0,7.18135995,2.7367352719999998,7.333333333,9.552130895,3.434170528,7.624208901,6.895016568,6.26259925,7.7229864,7.19,65.0,7.816496842,41.0,2.0
Iceland,11.0,77.1,63.8,83.8,72.7,44.0,88.4,87.0,85.0,70.0,1.5,31.8,20.0,36.4,43.2,0.3,3.6,4.4,Western Europe,,,,7.925369551,9.636631207999999,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.878877069,10.0,10.0,10.0,10.0,,,10.0,9.222222222000001,5.088888889,8.103703703999999,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,8.666666667000001,8.75,10.0,10.0,10.0,9.630952381,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,9.149527264,13.0,2.3058823530000003,7.957880124,8.0,4.0,3.0,3.5,5.440940619,7.846820747000001,7.040047101,8.048759546,10.0,10.0,6.775094571,8.750492215,9.012345473,8.576845364,1.0,8.450045002000001,9.613030809,9.395090975,9.673743017,0.0,7.1704662,9.8,8.96,3.032,7.263999999999999,5.451262118,8.768644961,7.10995354,10.0,4.1451446380000005,0.7692307690000001,7.743794892,4.2193901,7.14833591,5.0,10.0,10.0,8.333333332999999,5.566666667000001,7.602641465,5.056347134,8.0,10.0,10.0,7.704275878,5.5269074510000005,7.777777778,9.842016618999999,7.236297552000001,9.548915098,8.430694295,8.060434799,8.032681337,7.25,59.0,8.199763632,27.0,1.0
India,129.0,55.2,61.6,47.8,79.4,77.3,57.1,72.4,40.0,40.0,6.3,30.9,32.4,7.2,27.5,1316.9,6.7,7.2,South Asia,4.185161139,4.269637771,4.13732541,4.197374773,8.643753407,0.0,9.873954778,5.0,9.901455553,9.901149989,6.935312064,10.0,5.0,5.0,5.0,5.0,6.666666667,7.415244046000001,5.0,5.0,10.0,6.666666667,,,5.0,6.177777777999999,6.477777777999999,5.885185185,7.5,7.5,,,10.0,,,5.0,,,5.0,7.0,9.694435825,9.969443582,6.333333333,4.75,10.0,7.5,7.5,7.9638875339999995,7.0,5.0,5.0,5.0,0.0,10.0,5.0,5.0,5.5,6.204728642999999,112.0,7.317647059,8.977771391000001,7.0,8.0,8.0,8.0,7.823854613,5.5144352539999995,5.857644216000001,4.902953005,6.666666667,7.5,2.5938544080000003,6.5844391579999995,6.226054033,5.601002391000001,0.783783784,5.09835622,9.77804308,8.796238408999999,8.825514681,5.0,8.099949042999999,7.933333332999999,7.32,3.5144,6.2559111110000005,5.984280415,1.847359664,3.9158200389999998,10.0,5.858460378999999,0.0,0.33187692399999996,2.0634457669999997,5.55879423,2.0,7.757999999999999,10.0,6.586,6.666666667,6.256692646,5.54646922,4.0,6.299740913,10.0,6.4615949079999995,5.147305767,3.333333333,9.022608544,5.461668502999999,7.773466815,7.298552321,6.339489213999999,6.462361373999999,6.61,98.0,6.407364322,114.0,3.0
Indonesia,56.0,65.8,53.5,39.5,83.7,91.4,69.3,79.8,45.0,60.0,2.6,30.0,25.0,10.4,16.9,262,5.1,5.1,South Asia,4.159877788999999,4.309005175,3.811873098,4.093585354,9.768982368,10.0,10.0,7.5,9.975467611000001,9.986829981,9.492459517999999,10.0,7.5,5.0,5.0,5.0,7.5,8.920480629,10.0,5.0,5.0,6.666666667,,,2.5,6.344444444,4.072222222,4.305555556,10.0,10.0,,,5.0,,,2.5,,,7.5,7.0,10.0,10.0,4.666666667,5.5,7.5,10.0,5.0,7.523809524,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.25,6.42811967,103.0,7.470588235,9.120230308,7.0,8.0,7.0,7.5,7.772704636,5.1219161269999995,4.893803499,5.59301049,4.166666667,4.166666667,1.9149788019999998,5.93207953,5.529411634,4.894431405,0.926829268,4.518732007,9.399968827,9.319185597999999,8.727375774,10.0,9.36163255,9.433333333,8.62,6.1636,8.072311111,5.262996287,4.072207071,4.667601679,10.0,5.818054445,1.5384615380000002,8.296923098999999,5.217813027,6.989431454,5.0,9.221,10.0,8.073666667000001,1.1,5.682778873999999,5.582036156,10.0,0.0,5.0,4.560802505,4.803620677,4.8888888889999995,8.999001721,4.51117695,7.644706352,7.522738851000001,6.39502224,6.343163804,7.0,75.0,6.714059835,90.0,3.0
Iran,155.0,51.1,41.3,35.0,80.9,89.8,62.2,54.6,5.0,10.0,15.2,35.0,25.0,8.0,18.5,81.4,4.3,3.6,Middle East & North Africa,3.080470547,5.504770092,4.2662609080000005,4.283833849,9.012384625,0.0,10.0,2.5,9.840390764,9.972278396,6.462533832,10.0,7.5,0.0,0.0,0.0,5.833333333,7.102750597000001,0.0,0.0,0.0,0.0,,,2.5,7.011111111,3.377777778,4.296296296,2.5,5.0,,,5.0,,,2.5,,,5.0,4.0,10.0,7.605861466,0.0,1.0,7.5,5.0,5.0,5.157980209,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.4920737619999995,153.0,5.8382352939999995,7.989100817000001,6.0,10.0,10.0,10.0,7.456834027999999,4.19126778,3.743238445,4.757041383,7.5,6.666666667,5.625799005,7.8995550979999996,5.499002139,5.629288058999999,0.585365854,4.536952314,,,,10.0,,7.52,4.68,0.0,4.066666667,5.303747453,0.0,2.651873727,10.0,2.973429693,0.833333333,0.442502565,1.4164218640000001,4.5337405639999995,0.0,9.027000000000001,5.0,4.675666667,8.9,4.407399428,4.976562707,8.0,2.517253846,1.0,4.96686933,3.52592861,0.8888888890000001,9.492188843,4.138052013,9.301850311,6.143991695,5.5818167270000005,5.074784241000001,5.4,149.0,4.946036881,154.0,4.0
Iraq,,,12.3,20.3,,52.8,54.4,,,,,15.0,15.0,,39.7,38.9,-0.8,4.7,Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.304900363,4.383300444,7.258840049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,6.0,80.5,68.4,78.0,76.3,77.4,83.1,86.0,90.0,70.0,2.0,41.0,12.5,23.0,27.4,4.7,7.8,9.7,Western Europe,,,,8.106677731,9.753197108,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,9.751065703,10.0,10.0,10.0,10.0,,,10.0,8.333333332999999,7.822222222000001,8.718518519,10.0,10.0,,,7.5,,,5.0,,,5.0,7.5,10.0,10.0,8.333333332999999,8.5,10.0,10.0,10.0,9.547619048,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.041049615,19.0,3.823529412,7.013149827,10.0,6.0,3.0,4.5,6.33416981,8.985318448,6.328374219,8.649646971000001,10.0,10.0,3.931480739,8.582895926,8.513513406,6.992016662999999,1.0,7.998138486,8.966415517,9.232100002000001,9.941080196,10.0,9.534898929,9.100559738,8.98,7.0012,8.360586579,7.385433293999999,9.082844123,8.234138709,10.0,8.829731958,7.692307692000001,8.850051305,8.457363652,8.763022235,8.0,9.426,10.0,9.142000000000001,8.9,6.26199923,7.2591782170000005,10.0,6.373746095,10.0,8.132487257000001,6.086314291,10.0,9.837816447,7.994766203999999,8.471290155,9.08083523,8.578503721,8.617663659,8.25,5.0,8.645524808,4.0,1.0
Israel,27.0,72.8,73.4,67.9,61.9,52.4,71.4,84.4,75.0,70.0,2.8,48.0,23.0,31.2,39.8,8.7,3.3,3.5,Middle East & North Africa,,,,7.110583565,9.454402089,10.0,10.0,5.0,9.204464545,7.183804489,8.277653807,10.0,10.0,10.0,10.0,10.0,10.0,9.244018632000001,0.0,0.0,5.0,1.6666666669999999,,,7.5,7.026666667000001,5.505555556,6.6774074070000005,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,8.806696817,7.666666667,6.5,10.0,10.0,10.0,8.996194783,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.822677435,49.0,3.1882352939999996,6.733057856,10.0,5.0,5.0,5.0,6.230323287999999,8.520297029,5.723570607,7.300061197000001,4.166666667,8.333333332999999,3.462740316,5.740858493999999,6.798245907,6.595645262000001,0.9487179490000001,6.132119415,8.537725604,9.557762053,9.873375541,10.0,9.4922158,9.72,9.1,5.914,8.244666667,5.935111226,7.329593416,6.632352321,10.0,6.717527027999999,6.153846154,9.845682077000001,7.5723517529999995,8.112342685,10.0,8.714,10.0,9.571333333,8.9,5.859180335,7.022153406,8.0,2.517253846,0.0,5.383097931,4.479484558,8.444444444,9.58113688,5.815420401,7.5076572089999996,7.36580828,7.198991962000001,7.384474409,7.47,38.0,7.646338717000001,46.0,2.0
Italy,80.0,62.2,49.8,43.7,55.6,26.5,71.7,86.0,85.0,50.0,2.0,43.0,27.5,42.9,49.5,60.6,1.5,0.3,Western Europe,7.605924507999999,5.70128939,6.380705651,6.562639849,9.684728199999999,10.0,10.0,10.0,10.0,9.996706766,9.999341353,10.0,10.0,10.0,10.0,10.0,10.0,9.894689851,10.0,10.0,10.0,10.0,,,10.0,7.544444444,7.077777778,8.207407407,10.0,10.0,,,10.0,,,7.5,,,10.0,9.5,10.0,10.0,6.0,7.5,10.0,10.0,10.0,9.071428571,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,8.717216022999999,29.0,4.797058824,3.456202044,10.0,5.0,2.0,3.5,5.438315217,4.715953952,2.256357837,4.99201509,10.0,6.666666667,3.596415071,8.251282756,5.527777672000001,4.976763206,1.0,5.6648035839999995,9.140785299,9.830635893,9.99224265,10.0,9.740915961,9.100559738,8.98,7.0012,8.360586579,6.183405453,9.963313765,8.073359609,10.0,5.112579321,6.923076922999999,7.743794892,6.593150379,8.256774142000001,10.0,8.607000000000001,10.0,9.535666667000001,5.566666667000001,3.033140005,3.998856117,8.0,10.0,10.0,6.766443797999999,1.5994126469999999,7.1111111110000005,9.645880469,3.7621355710000004,7.2022260870000006,7.309761647999999,6.105087922,7.469066129,7.31,55.0,8.013608012,34.0,1.0
Jamaica,39.0,68.6,49.2,45.0,80.2,76.0,78.0,68.4,80.0,50.0,10.8,25.0,25.0,27.1,28.3,2.8,1.0,0.8,Latin America & the Caribbean,5.578898314,5.44761664,4.542845255,5.189786736,0.0,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,6.5,10.0,10.0,5.0,8.333333332999999,,,10.0,9.622222222000001,8.844444444,9.488888889,10.0,10.0,,,10.0,,,7.5,,,10.0,9.5,10.0,10.0,9.0,8.0,10.0,10.0,10.0,9.571428571,0.0,10.0,10.0,10.0,0.0,10.0,5.0,10.0,6.25,7.2368117629999995,71.0,7.482352941,8.377776974,7.0,9.0,5.0,7.0,7.4650324789999996,6.474387651,4.049434865,6.180556832000001,10.0,4.166666667,3.548887988,6.438443599999999,4.6464645860000005,2.20179914,0.9459459459999999,5.157474738,5.879647956,9.595066177,9.264565789,10.0,8.68481998,3.5066666669999997,8.3,5.5120000000000005,5.772888889,6.904593387999999,5.452679045,6.178636216,10.0,7.0811321629999995,1.5384615380000002,10.0,6.206531234,7.039514085,10.0,9.68,9.0,9.56,8.9,4.703940353999999,6.989306551,10.0,6.546424852,10.0,7.85661196,3.572328443,5.1111111110000005,9.634665477999999,3.7805549810000003,8.80589795,6.995900507000001,6.316743077999999,7.911118346,7.25,59.0,7.243405882,62.0,2.0
